year,country_origin,value
1992,EC,40.0
1993,EC,47.0
1994,EC,174.0
1995,EC,206.0
1996,EC,222.0
1997,EC,217.0
1998,EC,512.0
1999,EC,496.0
2000,EC,942.0
2001,EC,1097.0
2002,EC,1658.0
2003,EC,1432.0
2004,EC,1221.0
2005,EC,1062.0
2006,EC,1157.0
2007,EC,1524.0
2008,EC,1310.0
2009,EC,1305.0
2010,EC,1062.0
2011,EC,1168.0
2012,EC,1361.0
2013,EC,3051.0
2014,EC,7774.0
2015,EC,11427.0
2016,EC,14706.0
1991,EE,2.0
1992,EE,59.0
1993,EE,95.0
1994,EE,297.0
1995,EE,351.0
1996,EE,1316.0
1997,EE,1266.0
1998,EE,1329.0
1999,EE,633.0
2000,EE,533.0
2001,EE,578.0
2002,EE,1220.0
2003,EE,1214.0
2004,EE,1004.0
2005,EE,878.0
2006,EE,753.0
2007,EE,321.0
2008,EE,286.0
2009,EE,288.0
2010,EE,258.0
2011,EE,264.0
2012,EE,485.0
2013,EE,379.0
2014,EE,372.0
2015,EE,365.0
2016,EE,335.0
1985,EG,7.0
1986,EG,8.0
1987,EG,8.0
1988,EG,14.0
1989,EG,13.0
1990,EG,48.0
1991,EG,97.0
1992,EG,209.0
1993,EG,258.0
1994,EG,502.0
1995,EG,872.0
1996,EG,1207.0
1997,EG,1722.0
1998,EG,2612.0
1999,EG,3491.0
2000,EG,5113.0
2001,EG,6123.0
2002,EG,8277.0
2003,EG,7760.0
2004,EG,7623.0
2005,EG,8620.0
2006,EG,9309.0
2007,EG,8431.0
2008,EG,8608.0
2009,EG,8629.0
2010,EG,8501.0
2011,EG,10562.0
2012,EG,14155.0
2013,EG,22295.0
2014,EG,27002.0
2015,EG,30162.0
2016,EG,32871.0
1985,EH,165000.0
1986,EH,165000.0
1987,EH,165000.0
1988,EH,165000.0
1989,EH,167190.0
1990,EH,165000.0
1991,EH,165000.0
1992,EH,165000.0
1993,EH,165000.0
1994,EH,166493.0
1995,EH,165000.0
1996,EH,166328.0
1997,EH,166099.0
1998,EH,165968.0
1999,EH,192284.0
2000,EH,191814.0
2001,EH,191913.0
2002,EH,191889.0
2003,EH,191749.0
2004,EH,191752.0
2005,EH,116676.0
2006,EH,116642.0
2007,EH,116623.0
2008,EH,116561.0
2009,EH,116495.0
2010,EH,116449.0
2011,EH,116427.0
2012,EH,116578.0
2013,EH,116915.0
2014,EH,117662.0
2015,EH,117993.0
2016,EH,118643.0
1985,ER,1385.0
1986,ER,177.0
1987,ER,167.0
1988,ER,133.0
1989,ER,43.0
1990,ER,43.0
1991,ER,500633.0
1992,ER,573200.0
1993,ER,427213.0
1994,ER,431209.0
1995,ER,308200.0
1996,ER,333582.0
1997,ER,323177.0
1998,ER,351881.0
1999,ER,348365.0
2000,ER,430431.0
2001,ER,368832.0
2002,ER,363286.0
2003,ER,158433.0
2004,ER,181259.0
2005,ER,184214.0
2006,ER,198801.0
2007,ER,220957.0
2008,ER,201744.0
2009,ER,223570.0
2010,ER,236058.0
2011,ER,266576.0
2012,ER,305959.0
2013,ER,337232.0
2014,ER,417006.0
2015,ER,469619.0
2016,ER,522758.0
1985,ES,62.0
1986,ES,1.0
1987,ES,60.0
1994,ES,42.0
1995,ES,36.0
1996,ES,218.0
1997,ES,215.0
1998,ES,60.0
1999,ES,53.0
2000,ES,104.0
2001,ES,66.0
2002,ES,86.0
2003,ES,93.0
2004,ES,80.0
2005,ES,76.0
2006,ES,2464.0
2007,ES,56.0
2008,ES,50.0
2009,ES,87.0
2010,ES,112.0
2011,ES,129.0
2012,ES,142.0
2013,ES,131.0
2014,ES,135.0
2015,ES,147.0
2016,ES,148.0
1985,ET,1865629.0
1986,ET,1748408.0
1987,ET,1547233.0
1988,ET,1520387.0
1989,ET,1481219.0
1990,ET,1345928.0
1991,ET,305081.0
1992,ET,325124.0
1993,ET,308442.0
1994,ET,266041.0
1995,ET,135960.0
1996,ET,124271.0
1997,ET,94435.0
1998,ET,84835.0
1999,ET,72922.0
2000,ET,84145.0
2001,ET,82108.0
2002,ET,70519.0
2003,ET,73531.0
2004,ET,76282.0
2005,ET,81849.0
2006,ET,90739.0
2007,ET,89375.0
2008,ET,95557.0
2009,ET,111646.0
2010,ET,117737.0
2011,ET,104422.0
2012,ET,114295.0
2013,ET,123763.0
2014,ET,143496.0
2015,ET,158436.0
2016,ET,157228.0
1995,FI,1.0
1996,FI,1.0
1997,FI,2.0
1998,FI,6.0
1999,FI,6.0
2000,FI,10.0
2001,FI,10.0
2002,FI,17.0
2003,FI,12.0
2004,FI,6.0
2005,FI,11.0
2006,FI,8.0
2007,FI,4.0
2008,FI,4.0
2009,FI,8.0
2010,FI,8.0
2011,FI,11.0
2012,FI,13.0
2013,FI,11.0
2014,FI,8.0
2015,FI,10.0
1990,FJ,1.0
1991,FJ,1.0
1992,FJ,19.0
1993,FJ,89.0
1994,FJ,156.0
1995,FJ,222.0
1996,FJ,305.0
1997,FJ,326.0
1998,FJ,301.0
1999,FJ,328.0
2000,FJ,2062.0
2001,FJ,2649.0
2002,FJ,2576.0
2003,FJ,2109.0
2004,FJ,1803.0
2005,FJ,1752.0
2006,FJ,1941.0
2007,FJ,2021.0
2008,FJ,2069.0
2009,FJ,2252.0
2010,FJ,2151.0
2011,FJ,1839.0
2012,FJ,1585.0
2013,FJ,1572.0
2014,FJ,1691.0
2015,FJ,1313.0
2016,FJ,1301.0
1994,FR,20.0
1995,FR,15.0
1996,FR,44.0
1997,FR,61.0
1998,FR,64.0
1999,FR,63.0
2000,FR,126.0
2001,FR,105.0
2002,FR,171.0
2003,FR,182.0
2004,FR,169.0
2005,FR,342.0
2006,FR,124.0
2007,FR,154.0
2008,FR,159.0
2009,FR,165.0
2010,FR,136.0
2011,FR,153.0
2012,FR,149.0
2013,FR,154.0
2014,FR,140.0
2015,FR,178.0
2016,FR,146.0
1992,GA,17.0
1993,GA,18.0
1994,GA,22.0
1995,GA,25.0
1996,GA,24.0
1997,GA,19.0
1998,GA,28.0
1999,GA,26.0
2000,GA,49.0
2001,GA,78.0
2002,GA,87.0
2003,GA,74.0
2004,GA,80.0
2005,GA,138.0
2006,GA,135.0
2007,GA,141.0
2008,GA,162.0
2009,GA,192.0
2010,GA,206.0
2011,GA,224.0
2012,GA,249.0
2013,GA,282.0
2014,GA,313.0
2015,GA,415.0
2016,GA,567.0
1990,GB,1.0
1991,GB,1.0
1992,GB,1.0
1993,GB,2.0
1994,GB,108.0
1995,GB,77.0
1996,GB,73.0
1997,GB,79.0
1998,GB,92.0
1999,GB,106.0
2000,GB,184.0
2001,GB,190.0
2002,GB,241.0
2003,GB,216.0
2004,GB,191.0
2005,GB,198.0
2006,GB,223.0
2007,GB,236.0
2008,GB,210.0
2009,GB,202.0
2010,GB,196.0
2011,GB,196.0
2012,GB,193.0
2013,GB,203.0
2014,GB,227.0
2015,GB,248.0
2016,GB,178.0
1988,GD,9.0
1989,GD,5.0
1990,GD,4.0
1991,GD,4.0
1992,GD,1.0
1994,GD,3.0
1995,GD,6.0
1996,GD,11.0
1997,GD,12.0
1998,GD,20.0
1999,GD,36.0
2000,GD,115.0
2001,GD,230.0
2002,GD,448.0
2003,GD,337.0
2004,GD,223.0
2005,GD,255.0
2006,GD,245.0
2007,GD,363.0
2008,GD,378.0
2009,GD,423.0
2010,GD,409.0
2011,GD,370.0
2012,GD,364.0
2013,GD,372.0
2014,GD,376.0
2015,GD,322.0
2016,GD,163.0
1993,GE,6012.0
1994,GE,6118.0
1995,GE,4808.0
1996,GE,48489.0
1997,GE,47164.0
1998,GE,38473.0
1999,GE,30148.0
2000,GE,25577.0
2001,GE,22880.0
2002,GE,22831.0
2003,GE,18536.0
2004,GE,12346.0
2005,GE,13164.0
2006,GE,15727.0
2007,GE,15876.0
2008,GE,17689.0
2009,GE,19779.0
2010,GE,17840.0
2011,GE,13065.0
2012,GE,13844.0
2013,GE,18350.0
2014,GE,15013.0
2015,GE,15748.0
2016,GE,16630.0
1992,GF,5.0
1993,GF,5.0
1994,GF,5.0
1995,GF,5.0
1996,GF,5.0
1997,GF,5.0
1998,GF,5.0
1999,GF,5.0
2007,GF,1.0
2008,GF,1.0
2009,GF,2.0
2010,GF,1.0
1985,GH,3195.0
1986,GH,2819.0
1987,GH,3916.0
1988,GH,4769.0
1989,GH,4716.0
1990,GH,4691.0
1991,GH,4701.0
1992,GH,4781.0
1993,GH,4488.0
1994,GH,14302.0
1995,GH,13594.0
1996,GH,15103.0
1997,GH,14775.0
1998,GH,14710.0
1999,GH,13295.0
2000,GH,15761.0
2001,GH,15702.0
2002,GH,16844.0
2003,GH,17550.0
2004,GH,16443.0
2005,GH,20785.0
2006,GH,11118.0
2007,GH,6717.0
2008,GH,15258.0
2009,GH,16241.0
2010,GH,22227.0
2011,GH,22875.0
2012,GH,27790.0
2013,GH,26085.0
2014,GH,29853.0
2015,GH,33709.0
2016,GH,27019.0
2002,GI,4.0
2003,GI,2.0
2007,GI,1.0
2008,GI,1.0
2009,GI,1.0
2010,GI,2.0
2011,GI,2.0
2012,GI,2.0
2013,GI,2.0
2014,GI,2.0
2015,GI,2.0
1988,GM,1.0
1989,GM,1.0
1990,GM,4.0
1991,GM,15.0
1992,GM,24.0
1993,GM,26.0
1994,GM,30.0
1995,GM,161.0
1996,GM,315.0
1997,GM,421.0
1998,GM,571.0
1999,GM,677.0
2000,GM,1035.0
2001,GM,1045.0
2002,GM,1152.0
2003,GM,1092.0
2004,GM,1134.0
2005,GM,2345.0
2006,GM,2278.0
2007,GM,2266.0
2008,GM,2489.0
2009,GM,3138.0
2010,GM,3299.0
2011,GM,3780.0
2012,GM,4852.0
2013,GM,7227.0
2014,GM,15773.0
2015,GM,21321.0
2016,GM,30438.0
1986,GN,50.0
1987,GN,50.0
1988,GN,50.0
1989,GN,50.0
1990,GN,50.0
1991,GN,2.0
1992,GN,19.0
1993,GN,31.0
1994,GN,106.0
1995,GN,441.0
1996,GN,524.0
1997,GN,648.0
1998,GN,924.0
1999,GN,1151.0
2000,GN,4023.0
2001,GN,5877.0
2002,GN,7244.0
2003,GN,7045.0
2004,GN,7276.0
2005,GN,9100.0
2006,GN,9508.0
2007,GN,10213.0
2008,GN,11517.0
2009,GN,13749.0
2010,GN,14768.0
2011,GN,17827.0
2012,GN,23599.0
2013,GN,26199.0
2014,GN,33194.0
2015,GN,34865.0
2016,GN,41882.0
2014,GP,12.0
2015,GP,23.0
1985,GQ,1.0
1991,GQ,60.0
1992,GQ,114.0
1993,GQ,221.0
1994,GQ,342.0
1995,GQ,343.0
1996,GQ,398.0
1997,GQ,473.0
1998,GQ,421.0
1999,GQ,429.0
2000,GQ,551.0
2001,GQ,571.0
2002,GQ,619.0
2003,GQ,654.0
2004,GQ,606.0
2005,GQ,536.0
2006,GQ,493.0
2007,GQ,441.0
2008,GQ,431.0
2009,GQ,384.0
2010,GQ,384.0
2011,GQ,308.0
2012,GQ,314.0
2013,GQ,275.0
2014,GQ,269.0
2015,GQ,244.0
2016,GQ,209.0
1988,GR,6.0
1989,GR,6.0
1990,GR,16.0
1991,GR,6.0
1992,GR,1.0
1993,GR,1.0
1994,GR,94.0
1995,GR,222.0
1996,GR,250.0
1997,GR,178.0
1998,GR,174.0
1999,GR,164.0
2000,GR,153.0
2001,GR,148.0
2002,GR,340.0
2003,GR,314.0
2004,GR,257.0
2005,GR,374.0
2006,GR,114.0
2007,GR,104.0
2008,GR,83.0
2009,GR,83.0
2010,GR,88.0
2011,GR,93.0
2012,GR,176.0
2013,GR,197.0
2014,GR,169.0
2015,GR,181.0
2016,GR,174.0
1985,GT,52890.0
1986,GT,52800.0
1987,GT,53840.0
1988,GT,55653.0
1989,GT,46623.0
1990,GT,48908.0
1991,GT,54337.0
1992,GT,55961.0
1993,GT,55360.0
1994,GT,55759.0
1995,GT,52437.0
1996,GT,44800.0
1997,GT,41081.0
1998,GT,36662.0
1999,GT,30118.0
2000,GT,125936.0
2001,GT,116409.0
2002,GT,110002.0
2003,GT,95321.0
2004,GT,63027.0
2005,GT,35229.0
2006,GT,27029.0
2007,GT,21159.0
2008,GT,16187.0
2009,GT,14881.0
2010,GT,6708.0
2011,GT,7198.0
2012,GT,7720.0
2013,GT,15057.0
2014,GT,23290.0
2015,GT,37238.0
2016,GT,58741.0
1985,GW,5352.0
1986,GW,5354.0
1987,GW,5002.0
1988,GW,5001.0
1989,GW,5004.0
1990,GW,5003.0
1991,GW,5006.0
1992,GW,5008.0
1993,GW,5011.0
1994,GW,5015.0
1995,GW,830.0
1996,GW,856.0
1997,GW,868.0
1998,GW,8887.0
1999,GW,8005.0
2000,GW,2391.0
2001,GW,1668.0
2002,GW,1269.0
2003,GW,1210.0
2004,GW,1222.0
2005,GW,1300.0
2006,GW,1312.0
2007,GW,1290.0
2008,GW,1342.0
2009,GW,1447.0
2010,GW,1478.0
2011,GW,1628.0
2012,GW,2091.0
2013,GW,2435.0
2014,GW,3115.0
2015,GW,3409.0
2016,GW,3490.0
1988,GY,2.0
1989,GY,2.0
1990,GY,2.0
1991,GY,1.0
1992,GY,2.0
1993,GY,4.0
1994,GY,71.0
1995,GY,62.0
1996,GY,55.0
1997,GY,38.0
1998,GY,41.0
1999,GY,49.0
2000,GY,239.0
2001,GY,417.0
2002,GY,1125.0
2003,GY,1378.0
2004,GY,861.0
2005,GY,793.0
2006,GY,835.0
2007,GY,917.0
2008,GY,984.0
2009,GY,1052.0
2010,GY,919.0
2011,GY,877.0
2012,GY,879.0
2013,GY,940.0
2014,GY,845.0
2015,GY,738.0
2016,GY,555.0
1986,HN,101.0
1987,HN,1.0
1988,HN,1.0
1989,HN,5.0
1990,HN,18.0
1991,HN,21.0
1992,HN,41.0
1993,HN,459.0
1994,HN,1240.0
1995,HN,1219.0
1996,HN,1288.0
1997,HN,1246.0
1998,HN,1103.0
1999,HN,1071.0
2000,HN,6228.0
2001,HN,1939.0
2002,HN,1922.0
2003,HN,1810.0
2004,HN,1751.0
2005,HN,1762.0
2006,HN,2393.0
2007,HN,1909.0
2008,HN,2059.0
2009,HN,2166.0
2010,HN,2117.0
2011,HN,2814.0
2012,HN,3424.0
2013,HN,8593.0
2014,HN,14307.0
2015,HN,26306.0
2016,HN,45656.0
1992,HR,364841.0
1993,HR,299521.0
1994,HR,148380.0
1995,HR,478340.0
1996,HR,607900.0
1997,HR,654863.0
1998,HR,674447.0
1999,HR,672337.0
2000,HR,658912.0
2001,HR,558343.0
2002,HR,535590.0
2003,HR,437596.0
2004,HR,410037.0
2005,HR,229724.0
2006,HR,173155.0
2007,HR,174388.0
2008,HR,168473.0
2009,HR,139567.0
2010,HR,119297.0
2011,HR,114472.0
2012,HR,114600.0
2013,HR,94253.0
2014,HR,73049.0
2015,HR,59702.0
2016,HR,46942.0
1985,HT,6100.0
1986,HT,6140.0
1987,HT,7150.0
1988,HT,5369.0
1989,HT,3834.0
1990,HT,2242.0
1991,HT,2358.0
1992,HT,7786.0
1993,HT,5824.0
1994,HT,11074.0
1995,HT,14575.0
1996,HT,15490.0
1997,HT,15481.0
1998,HT,13540.0
1999,HT,8773.0
2000,HT,27306.0
2001,HT,29211.0
2002,HT,29905.0
2003,HT,25906.0
2004,HT,25483.0
2005,HT,27061.0
2006,HT,31378.0
2007,HT,32539.0
2008,HT,35737.0
2009,HT,36015.0
2010,HT,33097.0
2011,HT,41131.0
2012,HT,46777.0
2013,HT,56142.0
2014,HT,73129.0
2015,HT,50310.0
2016,HT,75031.0
1985,HU,435.0
1986,HU,381.0
1987,HU,329.0
1988,HU,3887.0
1989,HU,4359.0
1990,HU,5767.0
1991,HU,4733.0
1992,HU,3993.0
1993,HU,5016.0
1994,HU,4471.0
1995,HU,2348.0
1996,HU,3087.0
1997,HU,2669.0
1998,HU,1242.0
1999,HU,800.0
2000,HU,2480.0
2001,HU,5103.0
2002,HU,6642.0
2003,HU,4405.0
2004,HU,3348.0
2005,HU,3776.0
2006,HU,3318.0
2007,HU,3484.0
2008,HU,1908.0
2009,HU,3992.0
2010,HU,4996.0
2011,HU,7250.0
2012,HU,4821.0
2013,HU,3183.0
2014,HU,1611.0
2015,HU,2152.0
2016,HU,4560.0
1985,ID,11870.0
1986,ID,12470.0
1987,ID,11010.0
1988,ID,9751.0
1989,ID,7856.0
1990,ID,8159.0
1991,ID,6704.0
1992,ID,6829.0
1993,ID,8156.0
1994,ID,8912.0
1995,ID,9836.0
1996,ID,11390.0
1997,ID,8799.0
1998,ID,9053.0
1999,ID,9028.0
2000,ID,13576.0
2001,ID,13572.0
2002,ID,15228.0
2003,ID,23761.0
2004,ID,33699.0
2005,ID,39241.0
2006,ID,38001.0
2007,ID,22911.0
2008,ID,21571.0
2009,ID,20536.0
2010,ID,17348.0
2011,ID,16460.0
2012,ID,16061.0
2013,ID,15916.0
2014,ID,16183.0
2015,ID,16611.0
2016,ID,16605.0
1994,IE,3.0
1995,IE,2.0
1996,IE,2.0
1997,IE,1.0
2000,IE,7.0
2001,IE,10.0
2002,IE,12.0
2003,IE,16.0
2004,IE,12.0
2005,IE,25.0
2006,IE,8.0
2007,IE,14.0
2008,IE,10.0
2009,IE,12.0
2010,IE,15.0
2011,IE,18.0
2012,IE,26.0
2013,IE,46.0
2014,IE,97.0
2015,IE,51.0
2016,IE,38.0
1988,IL,4.0
1989,IL,4.0
1990,IL,16.0
1991,IL,28.0
1992,IL,40.0
1993,IL,118.0
1994,IL,887.0
1995,IL,938.0
1996,IL,1131.0
1997,IL,987.0
1998,IL,835.0
1999,IL,478.0
2000,IL,776.0
2001,IL,976.0
2002,IL,1588.0
2003,IL,1575.0
2004,IL,1442.0
2005,IL,1258.0
2006,IL,1827.0
2007,IL,2489.0
2008,IL,2531.0
2009,IL,2372.0
2010,IL,2100.0
2011,IL,1851.0
2012,IL,1758.0
2013,IL,1340.0
2014,IL,1268.0
2015,IL,1193.0
2016,IL,991.0
1988,IN,8.0
1989,IN,13.0
1990,IN,198.0
1991,IN,408.0
1992,IN,1019.0
1993,IN,1492.0
1994,IN,3263.0
1995,IN,5011.0
1996,IN,7552.0
1997,IN,8924.0
1998,IN,9668.0
1999,IN,9845.0
2000,IN,21216.0
2001,IN,21326.0
2002,IN,25406.0
2003,IN,25180.0
2004,IN,25065.0
2005,IN,28482.0
2006,IN,24567.0
2007,IN,27547.0
2008,IN,26445.0
2009,IN,24236.0
2010,IN,22057.0
2011,IN,20982.0
2012,IN,21365.0
2013,IN,23932.0
2014,IN,28091.0
2015,IN,35131.0
2016,IN,35248.0
1985,IQ,401593.0
1986,IQ,400745.0
1987,IQ,410818.0
1988,IQ,552468.0
1989,IQ,508266.0
1990,IQ,1133995.0
1991,IQ,2658665.0
1992,IQ,1361625.0
1993,IQ,771097.0
1994,IQ,753495.0
1995,IQ,736759.0
1996,IQ,796287.0
1997,IQ,760786.0
1998,IQ,702147.0
1999,IQ,680256.0
2000,IQ,583566.0
2001,IQ,580333.0
2002,IQ,466450.0
2003,IQ,474128.0
2004,IQ,552635.0
2005,IQ,369207.0
2006,IQ,1514858.0
2007,IQ,2382464.0
2008,IQ,1948215.0
2009,IQ,1848511.0
2010,IQ,1722784.0
2011,IQ,1526213.0
2012,IQ,852073.0
2013,IQ,504606.0
2014,IQ,489068.0
2015,IQ,510777.0
2016,IQ,609434.0
1985,IR,91045.0
1986,IR,88201.0
1987,IR,11142.0
1988,IR,59359.0
1989,IR,53658.0
1990,IR,76209.0
1991,IR,130746.0
1992,IR,131458.0
1993,IR,115595.0
1994,IR,121362.0
1995,IR,112401.0
1996,IR,107634.0
1997,IR,93996.0
1998,IR,90042.0
1999,IR,86867.0
2000,IR,108974.0
2001,IR,106644.0
2002,IR,152745.0
2003,IR,137751.0
2004,IR,125403.0
2005,IR,112391.0
2006,IR,116298.0
2007,IR,78774.0
2008,IR,80316.0
2009,IR,86530.0
2010,IR,84881.0
2011,IR,90827.0
2012,IR,100007.0
2013,IR,103899.0
2014,IR,118063.0
2015,IR,142054.0
2016,IR,182104.0
1996,IS,4.0
1997,IS,5.0
1998,IS,5.0
1999,IS,5.0
2000,IS,6.0
2002,IS,13.0
2003,IS,15.0
2004,IS,16.0
2005,IS,9.0
2006,IS,33.0
2007,IS,7.0
2008,IS,7.0
2009,IS,5.0
2010,IS,6.0
2011,IS,4.0
2012,IS,5.0
2013,IS,5.0
2014,IS,5.0
2015,IS,3.0
1992,IT,1.0
1993,IT,3.0
1994,IT,146.0
1995,IT,121.0
1996,IT,112.0
1997,IT,112.0
1998,IT,79.0
1999,IT,52.0
2000,IT,84.0
2001,IT,65.0
2002,IT,259.0
2003,IT,239.0
2004,IT,219.0
2005,IT,240.0
2006,IT,122.0
2007,IT,104.0
2008,IT,96.0
2009,IT,79.0
2010,IT,104.0
2011,IT,99.0
2012,IT,130.0
2013,IT,145.0
2014,IT,179.0
2015,IT,217.0
2016,IT,176.0
1993,JM,4.0
1994,JM,7.0
1995,JM,10.0
1996,JM,18.0
1997,JM,21.0
1998,JM,27.0
1999,JM,33.0
2000,JM,212.0
2001,JM,322.0
2002,JM,627.0
2003,JM,671.0
2004,JM,638.0
2005,JM,779.0
2006,JM,933.0
2007,JM,1010.0
2008,JM,1230.0
2009,JM,1491.0
2010,JM,1612.0
2011,JM,1832.0
2012,JM,1905.0
2013,JM,2135.0
2014,JM,2295.0
2015,JM,2698.0
2016,JM,3108.0
1985,JO,103.0
1986,JO,3.0
1987,JO,4.0
1988,JO,8.0
1989,JO,15.0
1990,JO,55.0
1991,JO,112.0
1992,JO,183.0
1993,JO,242.0
1994,JO,443.0
1995,JO,544.0
1996,JO,708.0
1997,JO,719.0
1998,JO,899.0
1999,JO,973.0
2000,JO,1512.0
2001,JO,1341.0
2002,JO,2020.0
2003,JO,1892.0
2004,JO,1892.0
2005,JO,2459.0
2006,JO,2377.0
2007,JO,2531.0
2008,JO,2650.0
2009,JO,2901.0
2010,JO,2876.0
2011,JO,2786.0
2012,JO,3003.0
2013,JO,2650.0
2014,JO,3155.0
2015,JO,3783.0
2016,JO,4424.0
1994,JP,7.0
1995,JP,3.0
1996,JP,2.0
1997,JP,2.0
1998,JP,3.0
1999,JP,3.0
2000,JP,18.0
2001,JP,30.0
2002,JP,46.0
2003,JP,43.0
2004,JP,92.0
2005,JP,69.0
2006,JP,199.0
2007,JP,543.0
2008,JP,217.0
2009,JP,182.0
2010,JP,160.0
2011,JP,218.0
2012,JP,218.0
2013,JP,210.0
2014,JP,326.0
2015,JP,213.0
2016,JP,121.0
1988,KE,2.0
1989,KE,2.0
1990,KE,10.0
1991,KE,33.0
1992,KE,68.0
1993,KE,86.0
1994,KE,8774.0
1995,KE,9330.0
1996,KE,9394.0
1997,KE,9583.0
1998,KE,6056.0
1999,KE,6138.0
2000,KE,8109.0
2001,KE,3281.0
2002,KE,13276.0
2003,KE,14141.0
2004,KE,15067.0
2005,KE,16084.0
2006,KE,6447.0
2007,KE,9277.0
2008,KE,12617.0
2009,KE,13052.0
2010,KE,10595.0
2011,KE,10417.0
2012,KE,10499.0
2013,KE,10796.0
2014,KE,11534.0
2015,KE,12432.0
2016,KE,11045.0
1993,KG,1.0
1994,KG,14.0
1995,KG,22.0
1996,KG,17118.0
1997,KG,16320.0
1998,KG,8844.0
1999,KG,4003.0
2000,KG,1069.0
2001,KG,1073.0
2002,KG,3487.0
2003,KG,3752.0
2004,KG,3755.0
2005,KG,3493.0
2006,KG,3071.0
2007,KG,2694.0
2008,KG,2924.0
2009,KG,3049.0
2010,KG,4319.0
2011,KG,4730.0
2012,KG,4691.0
2013,KG,3588.0
2014,KG,4360.0
2015,KG,4776.0
2016,KG,4903.0
1985,KH,67518.0
1986,KH,54848.0
1987,KH,48589.0
1988,KH,97758.0
1989,KH,75725.0
1990,KH,54364.0
1991,KH,43238.0
1992,KH,37701.0
1993,KH,14970.0
1994,KH,8578.0
1995,KH,61378.0
1996,KH,62613.0
1997,KH,106621.0
1998,KH,83727.0
1999,KH,74485.0
2000,KH,37158.0
2001,KH,35066.0
2002,KH,33919.0
2003,KH,31871.0
2004,KH,18626.0
2005,KH,18670.0
2006,KH,18648.0
2007,KH,18128.0
2008,KH,17471.0
2009,KH,17248.0
2010,KH,16451.0
2011,KH,15391.0
2012,KH,14237.0
2013,KH,13981.0
2014,KH,13334.0
2015,KH,13180.0
2016,KH,12781.0
2002,KI,3.0
2003,KI,16.0
2004,KI,34.0
2005,KI,38.0
2006,KI,45.0
2007,KI,38.0
2008,KI,39.0
2009,KI,34.0
2010,KI,37.0
2011,KI,36.0
2012,KI,43.0
2013,KI,22.0
2014,KI,5.0
2015,KI,5.0
1989,KM,5.0
1990,KM,4.0
1991,KM,2.0
1992,KM,2.0
1993,KM,2.0
1994,KM,5.0
1995,KM,10.0
1996,KM,13.0
1997,KM,10.0
1998,KM,33.0
1999,KM,31.0
2000,KM,122.0
2001,KM,106.0
2002,KM,80.0
2003,KM,106.0
2004,KM,571.0
2005,KM,577.0
2006,KM,84.0
2007,KM,139.0
2008,KM,418.0
2009,KM,281.0
2010,KM,381.0
2011,KM,455.0
2012,KM,504.0
2013,KM,842.0
2014,KM,930.0
2015,KM,784.0
2016,KM,778.0
2000,KN,4.0
2001,KN,2.0
2002,KN,7.0
2003,KN,5.0
2004,KN,2.0
2005,KN,32.0
2006,KN,6.0
2007,KN,10.0
2008,KN,12.0
2009,KN,17.0
2010,KN,20.0
2011,KN,24.0
2012,KN,36.0
2013,KN,41.0
2014,KN,35.0
2015,KN,48.0
2016,KN,61.0
1994,KP,3.0
1995,KP,7.0
1996,KP,11.0
1997,KP,1.0
1998,KP,9.0
1999,KP,13.0
2000,KP,67.0
2001,KP,72.0
2002,KP,330.0
2003,KP,349.0
2004,KP,412.0
2005,KP,403.0
2006,KP,503.0
2007,KP,842.0
2008,KP,1097.0
2009,KP,1010.0
2010,KP,1195.0
2011,KP,1601.0
2012,KP,2159.0
2013,KP,2119.0
2014,KP,1522.0
2015,KP,1331.0
2016,KP,1931.0
1991,KR,5.0
1992,KR,5.0
1993,KR,7.0
1994,KR,17.0
1995,KR,30.0
1996,KR,42.0
1997,KR,48.0
1998,KR,65.0
1999,KR,75.0
2000,KR,432.0
2001,KR,559.0
2002,KR,849.0
2003,KR,740.0
2004,KR,581.0
2005,KR,586.0
2006,KR,1646.0
2007,KR,1577.0
2008,KR,1615.0
2009,KR,892.0
2010,KR,825.0
2011,KR,698.0
2012,KR,748.0
2013,KR,716.0
2014,KR,766.0
2015,KR,614.0
2016,KR,509.0
1990,KW,44.0
1991,KW,47.0
1992,KW,74.0
1993,KW,89.0
1994,KW,756.0
1995,KW,762.0
1996,KW,854.0
1997,KW,825.0
1998,KW,830.0
1999,KW,992.0
2000,KW,793.0
2001,KW,845.0
2002,KW,827.0
2003,KW,725.0
2004,KW,493.0
2005,KW,454.0
2006,KW,742.0
2007,KW,855.0
2008,KW,922.0
2009,KW,1005.0
2010,KW,1085.0
2011,KW,1285.0
2012,KW,1337.0
2013,KW,1167.0
2014,KW,1254.0
2015,KW,1537.0
2016,KW,1651.0
2002,KY,1.0
2003,KY,1.0
2004,KY,1.0
2005,KY,1.0
2006,KY,1.0
2010,KY,1.0
2011,KY,3.0
2012,KY,1.0
2013,KY,6.0
2014,KY,6.0
2015,KY,6.0
2016,KY,6.0
1992,KZ,1.0
1993,KZ,2.0
1994,KZ,27.0
1995,KZ,139.0
1996,KZ,40163.0
1997,KZ,40774.0
1998,KZ,37124.0
1999,KZ,9057.0
2000,KZ,3285.0
2001,KZ,3679.0
2002,KZ,7247.0
2003,KZ,7453.0
2004,KZ,6782.0
2005,KZ,4924.0
2006,KZ,8036.0
2007,KZ,5784.0
2008,KZ,5411.0
2009,KZ,4348.0
2010,KZ,4378.0
2011,KZ,4248.0
2012,KZ,4491.0
